temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
70,92,67.5,6.53,11.32,245,245,15.9,0.735
69.8,92,67.3,5.51,9.44,241,243,13,0.7541
71.1,90,68.1,5.35,8.95,249,252,11.1,0.7732
71.6,86,67.1,5.03,8.08,253,255,11,0.7923
73.5,77,65.7,5.87,8.95,256,256,14.1,0.7998
69.9,83,64.6,5,8.11,270,273,15.6,0.7957
70,79,63.2,4.26,6.89,279,283,11.3,0.7916
72.6,59,57.3,5.16,7.8,292,293,10.8,0.7875
72.5,54,54.8,5.5,8.5,297,298,11.3,0.7834
70.5,55,53.5,5.55,9.15,304,304,11.5,0.7792
67.9,63,54.9,4.33,7.39,289,293,11.3,0.7711
66.1,64,53.7,4.25,7.96,297,298,9,0.7589
64.7,65,52.8,3.89,7.39,299,300,8.6,0.7467
62.8,68,52.2,3.62,7.39,298,300,7.8,0.7345
62.2,68,51.4,3.23,6.94,292,295,7.1,0.7223
61.3,71,51.8,2.92,6.67,276,283,6.3,0.7102
60.4,75,52.3,2.84,6.6,260,269,5.5,0.698
59.5,77,52.1,3.32,7.17,254,262,6,0.6858
59,75,51.2,3.45,7.32,260,265,6.6,0.6736
58.3,77,51.2,3.44,7.21,262,267,6.5,0.6614
57.9,80,51.6,3.7,7.51,268,273,7,0.6492
58,82,52.4,3.7,7.37,272,278,7.1,0.6171
61,79,54.6,3.93,7.55,277,281,7.6,0.565
63.2,72,53.8,5.48,8.34,291,293,10.7,0.513
64.5,69,54,5.46,8.1,298,299,11.9,0.4609
65.5,65,53.3,5.15,7.48,299,300,11.7,0.4089
66.3,63,53.1,5.1,7.38,298,298,11.4,0.3568
66.7,60,52.5,5.25,7.58,301,301,11.5,0.3048
67.5,57,51.9,4.85,6.96,302,302,11.5,0.2776
68,56,51.7,4.94,7.05,306,305,11.1,0.2753
67.7,55,51,4.3,6.02,306,306,10.9,0.273
67.9,53,50.3,4.13,5.91,302,304,9.3,0.2707
68,52,49.8,3.76,5.59,295,299,8.9,0.2684
67.2,52,49.2,2.83,5.11,315,320,8,0.2661
63.8,69,53.5,2.76,4.72,44,36,6,0.2636
60.7,83,55.6,1.53,3.47,58,46,6.4,0.2609
59.2,90,56.2,0.91,2.2,264,330,4,0.2581
59.1,88,55.5,1.36,3.88,343,348,1.6,0.2554
57.7,83,52.5,2.79,5.95,339,340,5.1,0.2526
56.4,83,51.2,2.33,5.39,329,338,5.1,0.2498
54.6,85,50.2,2.13,5.2,319,337,4,0.2471
53.6,86,49.6,2.41,5.41,318,335,4,0.2443
52.6,89,49.3,2.3,5.08,304,328,4.1,0.2416
51.9,91,49.2,2.33,4.96,295,318,4.1,0.2388
51.3,92,49.2,2.51,5.32,293,311,4.4,0.2361
51.2,92,49,2.73,5.69,298,309,4.8,0.2199
53.7,90,50.7,2.55,4.98,296,308,4.9,0.1903
56.5,79,50,2.66,3.8,304,305,5.9,0.1607
58.7,68,48.3,2.72,3.78,306,307,6.8,0.1311
60.6,62,47.4,3.33,4.53,311,313,8,0.1015
62.9,54,46.1,2.98,4.06,320,322,8,0.0719
64,50,45,3.61,4.94,326,328,8.3,0.0423
62.4,63,49.8,4.04,5.56,318,322,9.7,0.0417
62.8,60,48.8,2.97,4.13,327,328,9.3,0.0702
61.8,64,49.7,3.86,5.39,350,349,8.6,0.0987
60.1,69,49.9,3.44,4.84,352,353,8.9,0.1272
60.1,81,54.3,2.92,4.13,6,7,7.6,0.1557
58.9,80,52.6,2.16,3.21,347,355,6.6,0.1842
58.5,79,51.9,1.91,3.6,354,2,5,0.1979
56.7,82,51.3,1.68,4,343,357,3.3,0.1969
55.4,83,50.4,1.73,4.2,350,360,2.9,0.1959
54.6,84,49.9,1.48,3.7,332,358,2.8,0.1949
53.6,84,49,1.66,4.1,327,359,3.1,0.1938
53.1,82,47.6,2.46,4.7,333,359,3.4,0.1928
52.5,83,47.4,2.06,4.7,337,1,3.8,0.1918
52,84,47.4,1.66,4.02,335,6,3.5,0.1908
51.3,87,47.4,2.48,3.86,317,343,3.1,0.1897
51,88,47.4,2.36,5.02,324,337,3.9,0.1887
51.1,87,47.5,2.44,5.5,325,335,4,0.1877
50.9,89,47.8,2.33,5.16,313,328,4.1,0.1805
53.7,88,50.1,2.72,5.19,306,320,4.4,0.1671
57.3,82,51.8,2.28,4,299,307,5.1,0.1537
60.8,71,51.1,2.37,3.36,298,300,5.9,0.1403
63.3,59,48.7,2.75,3.72,303,306,6.7,0.1269
65.2,53,47.6,3,4.11,334,334,7.5,0.1135
66.4,53,48.8,3.08,4.2,347,348,7.5,0.1001
65.8,55,49.2,3.13,4.34,7,8,7.6,0.0933
66.7,53,49,2.77,3.83,13,15,7.3,0.093
66.9,53,49,2.62,3.55,7,10,6.7,0.0927
66.5,52,48.5,2.4,3.23,17,16,6.2,0.0923
65.6,53,48.1,2.88,4.02,20,19,6.4,0.092
63.6,57,48.3,2.12,3.54,45,43,6.4,0.0917
57.9,71,48.6,1.53,3.36,58,53,4.5,0.0903
55.8,76,48.5,1.39,3.56,30,38,2.3,0.0878
55.5,78,48.8,1.68,2.48,17,43,2.7,0.0852
54.5,82,49.1,1.39,2.06,339,29,2.2,0.0827
52.3,88,48.7,1.49,2.5,340,16,2.3,0.0802
51.5,88,48,1.99,2.57,342,13,2.6,0.0777
53.7,80,47.6,1.5,2.2,323,357,2.6,0.0751
51.5,87,47.6,1.8,2.5,360,16,2.3,0.0726
50.8,87,46.9,2.1,2.92,3,31,2.7,0.0701
50.4,85,46,1.58,2.25,325,32,2.7,0.0676
49.8,86,45.8,1.75,2.7,347,39,2.4,0.065
50.1,86,46.2,1.6,2.97,356,42,2.5,0.0625
53.5,84,48.8,1.8,2.64,341,25,2.7,0.06
58.2,76,50.6,1,2.18,354,16,3.2,0.0575
62.1,60,48.3,1.25,1.66,29,33,3.9,0.0549
64.2,55,47.5,1.2,1.56,48,50,4.3,0.0524
65.8,54,48.5,1.68,2.12,73,71,5.1,0.0499
67.2,52,48.8,1.91,2.43,84,81,5.7,0.0473
68.2,49,48.5,2.2,2.8,93,90,6.3,0.0448
68.7,47,47.9,2.21,2.81,95,94,6.4,0.0423
68.5,48,48,2.3,3,90,88,6.3,0.0398
67.7,49,47.9,2.6,3.41,88,85,6.5,0.0372
66.6,49,46.8,2.4,3.4,90,90,6.4,0.0347
65,55,48.6,1.9,3.5,90,90,5.6,0.0322
59.6,67,48.8,1.41,3.18,98,103,3.8,0.0297
57.8,72,48.8,1.91,3.81,84,93,3.1,0.0271
55.9,82,50.4,1.87,3.51,74,87,3,0.0246
56,84,51.2,1.94,3.7,78,90,2.7,0.0221
57.5,81,51.9,1.92,4.2,81,90,2.7,0.0195
56.4,87,52.6,1.65,4.3,104,102,3.5,0.017
55.9,89,52.8,2.34,3.68,130,112,3.1,0.0145
56.1,90,53.1,2.3,3.44,124,116,2.9,0.012
56.5,90,53.7,1.8,4.02,109,117,3,0.0094
57.3,91,54.6,1.66,4.14,115,127,2.6,0.0069
55.6,94,54,2.27,3.47,131,136,2.8,0.0044
57.9,93,55.8,1.62,2.5,158,143,2.9,0.0136
58.2,95,56.7,1.25,3.16,119,125,2.1,0.0345
61,88,57.5,1.46,3.58,106,126,2.6,0.0555
64.7,72,55.6,2.39,3.5,123,127,5.3,0.0764
67.4,61,53.7,2.86,3.98,126,129,7,0.0973
69.5,57,53.6,2.97,4.11,138,139,7.5,0.1183
70.7,51,51.4,2.8,3.83,145,147,7.5,0.1392
71.4,47,50.3,2.9,3.89,136,138,7.1,0.1451
70.3,54,52.8,3.67,5.05,116,117,8.4,0.1359
69.9,49,50.1,3.61,5.03,109,111,8.7,0.1268
70.3,49,50.1,2.82,3.98,113,115,8.2,0.1176
69.8,53,51.9,2.46,3.49,117,117,6.6,0.1084
67.5,62,54,1.9,3.92,93,96,5.4,0.0993
63.9,72,54.7,1.51,3.63,82,98,4.3,0.102
62.4,75,54.4,2.04,4.71,79,86,3.6,0.1165
61.9,82,56.4,2.6,5.97,74,81,4.4,0.1311
62.4,84,57.5,2.71,6.43,86,95,4.6,0.1457
63.2,84,58.3,3.3,6.93,104,110,6.1,0.1603
61.7,81,55.7,2.21,5.59,108,117,6.1,0.1748
61.4,81,55.5,1.9,4.65,87,109,3.7,0.1894
60.9,83,55.7,2.24,5.08,80,100,3.8,0.204
61.4,84,56.4,2.4,5.41,88,102,4.3,0.2186
61.2,87,57.3,2.6,5.77,90,104,4.7,0.2331
61.7,88,58,2.24,5.24,100,114,4.7,0.2477
61.8,89,58.4,2.32,5.24,97,114,4,0.2439
62.6,89,59.4,2.44,4.97,109,120,5.2,0.2216
64.5,87,60.5,2.79,5.05,111,117,5.3,0.1993
67.7,78,60.6,3.62,5.19,129,130,7.6,0.177
69.2,75,60.9,3.39,4.67,135,135,8.1,0.1548
70.5,72,60.9,3.04,4.17,134,136,7.7,0.1325
71,70,60.8,3.34,4.55,129,130,7.6,0.1102
70.2,72,60.6,3.91,5.48,130,128,8.6,0.0933
70.4,72,60.8,4.06,5.83,128,129,8.9,0.0818
68.8,76,61,3.47,5.25,139,140,8.9,0.0703
66.3,90,63.2,3.19,5.78,139,143,7.1,0.0588
65.4,92,63.2,1.84,4.03,119,134,6.4,0.0473
65.1,94,63.2,2.05,4.53,133,139,3.8,0.0358
64.1,95,62.6,1.26,2.33,162,155,4.5,0.0348
63.6,94,61.9,2.26,4.83,103,117,4.6,0.0444
63.1,94,61.4,3.16,6.22,108,114,6,0.054
62.9,95,61.6,3.23,6.04,106,114,6.2,0.0636
63,94,61.4,3.62,6.77,114,124,7,0.0732
63.2,94,61.3,3.94,7.5,126,133,7.6,0.0828
63.5,94,61.6,4.19,7.77,147,148,8.3,0.0924
62.7,96,61.4,3.74,7.11,164,166,8.2,0.102
62.7,98,62.1,2.91,5.6,176,180,7.2,0.1116
62.7,99,62.5,2.4,4.8,178,180,5.5,0.1212
62.6,99,62.3,2.24,4.31,170,176,4.5,0.1308
62.5,99,62.2,2.01,4.15,153,165,4.1,0.1295
63.1,98,62.5,2.2,3.94,129,144,4.3,0.1173
63.4,96,62.3,2.2,4.04,120,132,4.4,0.1052
63.9,93,61.9,2.2,3.4,129,133,6.4,0.093
65.4,88,61.8,2.64,3.86,143,143,7.4,0.0808
66.4,84,61.4,2.75,3.91,147,148,6.1,0.0686
69,80,62.7,2.2,3.06,141,142,7.8,0.0564
70.4,78,63.1,2.42,3.34,128,129,7.1,0.0558
68.8,75,60.5,3.18,4.48,118,119,7.1,0.0667
70,73,61,2.97,4.1,135,137,7.3,0.0777
68.4,77,60.9,2.18,3.38,164,161,6.8,0.0886
68.9,77,61.2,2.02,3.08,171,167,5,0.0995
68.2,82,62.4,1.4,2.94,176,170,4.2,0.1105
64.8,92,62.5,1.21,1.6,204,180,2.7,0.1133
62.7,96,61.6,1.51,1.81,188,174,1.9,0.108
62.7,97,61.8,1.3,2.4,184,178,1.9,0.1027
61.6,98,60.9,1.87,3.79,196,192,3.2,0.0973
60.9,98,60.2,1.78,3.64,232,217,3.2,0.092
60.2,99,59.9,1.56,3.4,230,223,3,0.0867
59.6,100,59.6,1.53,3.19,212,221,2.4,0.0814
58.5,100,58.5,1.49,3.04,222,224,3.1,0.0761
58.2,100,58.2,1.39,3.01,240,249,2.7,0.0708
57.9,100,57.9,1.41,3,225,244,3,0.0655
57.6,100,57.6,1.58,3.37,252,258,3.3,0.0602
59,99,58.8,1.66,3.11,245,264,3.8,0.0697
60.3,99,60.1,2.06,2.71,256,266,4.2,0.0941
62.2,98,61.7,2.24,2.8,260,270,4.8,0.1185
65.6,89,62.4,2.51,3.42,275,277,5.9,0.1429
68.9,79,62.2,2.86,3.91,282,283,6.8,0.1672
71,71,61.1,2.89,4,284,283,7.2,0.1916
72.8,64,60.1,3.14,4.26,279,279,7.5,0.216
73.8,61,59.5,3.37,4.71,282,282,7.9,0.2404
74,60,59.1,3.86,5.35,287,287,8.6,0.2648
74.1,58,58.5,3.48,4.81,288,291,8.7,0.2892
74.9,56,58.3,2.82,4.03,297,300,7.7,0.3136
74.9,57,58.5,1.17,1.72,301,306,6.4,0.338
73.5,62,59.7,0.41,0.42,104,135,3,0.3624
70.3,67,58.9,1.53,2.15,212,242,2.1,0.3867
67.5,75,59.4,1.42,3.53,219,245,2.2,0.4111
66.9,75,58.9,2.33,5.38,239,252,3.5,0.4355
67.4,75,59.2,3.44,7.32,296,305,6.5,0.4599
66.5,82,60.9,3.29,6.69,340,346,6.5,0.4843
63.6,93,61.5,3.45,6.48,338,347,6.4,0.5087
62.9,95,61.5,3.4,6.23,332,341,6.5,0.5331
63.1,92,60.9,4.02,7.14,6,11,7.7,0.5575
61.5,91,58.9,4.66,7.84,15,17,9.8,0.5818
60.3,90,57.3,4.71,8.07,17,20,9.6,0.6062
58.9,91,56.2,4.4,7.69,17,21,9.5,0.6306
58.2,89,54.9,3.47,6.55,12,19,8.6,0.6407
59,88,55.5,2.45,4.65,348,9,6.8,0.6365
60.6,78,53.7,4.42,6.69,5,9,8.6,0.6323
61.1,69,50.7,4.8,7.21,1,3,10.4,0.6281
61.8,63,48.9,5,7.35,12,12,10.5,0.6239
60.8,66,49.2,5.14,7.55,7,7,11.4,0.6197
61.1,62,47.8,4.83,6.95,6,7,11.1,0.6155
61.8,58,47,5.15,7.37,8,8,11.6,0.5935
61.8,52,44,5.47,7.79,9,9,12.2,0.5536
61.6,52,43.9,5.61,8.04,11,11,12.3,0.5137
60,55,43.6,5.79,8.43,10,10,12.7,0.4738
59,57,43.6,5.87,8.75,9,11,12.5,0.4339
56.5,66,45.3,5.19,8.16,19,19,12.3,0.394
56.4,64,44.3,4.26,6.63,9,11,10.6,0.3605
54.4,68,44.1,2.21,4.74,355,7,8.6,0.3334
53.8,72,45.2,2.55,5.71,26,33,4.5,0.3063
53.6,78,47,3.19,6.44,32,33,6.1,0.2792
52.1,79,45.9,1.99,5.1,18,28,6.1,0.2521
51.7,79,45.5,2.2,5.36,3,14,3.6,0.225
52.1,79,45.9,2.25,5,339,12,3.9,0.1979
52.4,81,46.6,1.8,4.67,19,45,4,0.1708
51.5,83,46.6,1.91,4.17,47,60,2.9,0.1437
51.9,81,46.4,1.56,4.31,50,68,2.6,0.1166
52.9,80,46.8,1.99,4.4,72,87,3,0.0895
52.5,84,47.7,1.87,4.3,74,89,3,0.0759
53.1,82,47.8,2.12,3.85,71,81,3.8,0.0759
55.3,72,46.3,2.77,3.98,77,78,5.7,0.0759
56.7,64,44.8,3.26,4.52,72,72,7.7,0.0759
57.4,62,44.7,3.42,4.72,69,69,8.2,0.0759
58,61,44.7,3.18,4.24,77,75,8.2,0.0759
59.7,58,44.9,2.91,3.89,74,72,7.9,0.0759
61,56,45.3,3.05,4.02,67,63,7.9,0.0835
61.5,56,45.6,3.31,4.38,65,63,8.4,0.0987
61.2,56,45.6,3.23,4.33,74,71,8.4,0.1139
60.3,57,45.1,3.13,4.3,73,72,8.1,0.1291
59.1,59,44.8,2.92,4.03,68,67,7.7,0.1443
57.5,64,45.4,2.66,4,56,53,6.9,0.1594
53.3,77,46.3,1.84,4,41,37,5.5,0.1746
51.3,83,46.3,2.15,4.65,28,28,3.5,0.1898
50.5,86,46.5,2.28,4.84,15,30,3.6,0.205
50.1,89,46.9,2.43,4.85,9,32,3.8,0.2202
50.1,91,47.5,2.02,4.56,9,38,3.8,0.2354
50.8,91,48.3,2.12,4.6,19,48,3.3,0.2506
51.4,91,48.9,2.64,5.58,37,54,4.3,0.2657
51.9,90,49,2.7,6.17,51,63,4.8,0.2809
51.9,90,49,2.86,6.21,65,75,4.8,0.2961
51.8,92,49.6,2.77,6.1,77,92,5.2,0.3113
52.4,90,49.5,2.55,5.86,101,117,4.7,0.3265
52,87,48.2,2.51,5.8,95,105,4.2,0.311
53.4,84,48.8,3.21,6.45,95,103,5.5,0.2649
56.8,74,48.5,3.52,5.61,97,101,6.9,0.2188
59.4,65,47.5,4.18,6.14,107,109,9.1,0.1727
61.8,59,47.4,4.16,5.95,114,117,9.5,0.1265
64.3,54,47.1,3.67,5.24,116,119,9.4,0.0804
66.1,51,47.4,2.92,3.98,112,115,8.8,0.0343
67.2,51,48.3,3,3.98,116,118,7.6,0.0391
68.3,49,48.6,3.74,5.16,124,126,8.7,0.0948
68.9,51,49.9,3.96,5.59,135,136,9.6,0.1504
69.1,53,51.3,3.04,4.39,134,137,9,0.2061
68.2,56,51.8,3.41,5.02,130,133,7.2,0.2618
65.9,63,52.8,3.26,6.09,137,138,7.5,0.3175
62.1,75,54,3.8,6.98,145,151,6.5,0.3531
60.3,80,54,3.02,5.99,146,154,7.1,0.3687
60,81,54.3,2.73,5.24,152,156,5.9,0.3843
59.1,85,54.5,2.1,4.62,183,185,5.3,0.3999
57.4,90,54.6,2.3,5.06,180,189,4.1,0.4155
57.2,93,55.2,2.5,5.32,217,221,4.6,0.4311
57.2,93,55.3,2.83,5.86,238,243,5.1,0.4467
57.7,91,55.2,3.44,6.8,262,270,6.3,0.4623
57.4,90,54.5,4.44,8.22,284,288,8.7,0.4779
55.9,87,52.1,3.76,7.24,299,303,8.6,0.4935
54,86,49.8,2.68,5.63,297,303,7.2,0.5091
52.8,88,49.3,2.92,5.93,264,276,5.2,0.5157
53.8,92,51.6,3.34,6.22,261,275,5.6,0.5134
55.5,91,52.9,3.32,5.8,263,272,6.7,0.5111
59,83,53.7,4.3,6.1,288,288,9,0.5088
62.6,75,54.6,4.65,6.52,289,291,9.8,0.5064
63.5,73,54.6,4.65,6.67,289,289,10.1,0.5041
65.4,69,54.7,5.06,7.34,288,287,10.5,0.5018
66,67,54.7,5.72,8.48,289,289,11.9,0.4776
68.1,60,53.7,4.93,7.31,288,287,12,0.4315
70.4,55,53.4,4.47,6.73,280,281,10.9,0.3854
71.7,52,53.3,4.37,6.51,281,281,9.8,0.3393
71.8,51,52.7,4,6.6,271,272,9.2,0.2932
69.7,56,53.5,2.43,5.62,261,265,8.3,0.2471
66,65,53.7,2.55,5.94,225,237,4.8,0.258
64,68,53.3,2.92,7.29,218,227,5.2,0.326
63.9,66,52.4,3.68,8.38,227,237,6.5,0.3939
64.9,63,51.9,4.16,8.89,246,251,8.4,0.4618
63.1,68,52.4,3.71,8.26,243,249,8.1,0.5297
61.8,71,52.3,3.72,8.25,234,239,6.9,0.5977
61.3,71,51.9,3.89,8.38,228,234,7.2,0.6656
61.6,70,51.6,4.11,8.82,229,235,7.9,0.7335
61.8,69,51.3,4.47,9.18,230,235,8.6,0.8014
62.2,67,51,4.84,9.65,232,236,9.4,0.8694
62.5,65,50.4,4.95,9.81,227,231,9.7,0.9373
63.3,62,50.1,5.11,10.11,220,225,10.1,0.9667
67.5,59,52.8,6.37,11.32,224,226,11.2,0.9575
68.8,60,54.2,6.22,11.46,224,226,13,0.9484
70.3,60,55.8,6.24,10.26,221,222,13.2,0.9392
72.6,57,56.6,6.93,10.82,225,226,14.1,0.9301
75.8,52,57,7.15,11.06,228,229,14.8,0.9209
78.2,50,58.1,7.52,11.35,234,235,15.5,0.9118
73.1,73,63.8,4.37,7.28,254,257,19,0.8454
67.7,82,62,5.74,9.91,263,261,16.4,0.7219
67.5,88,63.8,4.48,7.97,246,250,14.6,0.5983
67.2,89,63.8,4.86,8.46,233,235,11.7,0.4748
66.5,93,64.4,5.48,9.49,249,250,12,0.3512
66.1,94,64.4,4.7,8.22,272,273,10.6,0.2277
60.5,91,57.8,2.13,4.02,319,325,9.1,0.1717
59.8,94,58.1,2.33,4.48,301,309,4,0.1832
58.9,97,58,2.75,5.82,289,294,5.1,0.1947
58.7,97,57.9,2.55,5.6,281,289,4.9,0.2062
58.4,95,57,3.1,6.35,291,296,5.4,0.2177
57.3,93,55.4,3.26,7,297,301,6.2,0.2292
56.3,94,54.6,2.63,5.95,279,290,6,0.2407
55.5,95,54.1,2.4,5.53,270,283,4.7,0.2522
54.7,96,53.7,2.04,4.83,259,276,4.2,0.2637
54.1,97,53.4,2.2,4.71,240,258,3.9,0.2752
53.6,98,52.9,2.33,5.1,239,254,4.1,0.2867
53.2,97,52.5,2.47,5.47,238,252,4.6,0.2828
54.7,95,53.4,3.54,6.63,262,265,4.9,0.2633
55.7,95,54.3,3.1,5.5,255,269,8.8,0.2438
57.1,93,55.2,2.61,4,266,273,7.4,0.2244
56.4,86,52.4,2.83,4.79,278,281,7.8,0.2049
59.7,72,50.8,3.48,5,288,286,9.9,0.1854
64.3,53,47,5.6,7.86,286,285,12.2,0.166
64.5,53,47.3,4.61,6.43,283,282,12.3,0.1741
64.6,53,47.1,4.3,6.02,282,281,10.2,0.2099
64.2,53,46.5,4.49,6.46,287,286,10,0.2457
62.5,64,50.1,4.25,6.26,300,297,10.2,0.2815
62.3,63,49.5,3.1,4.68,285,286,9.1,0.3173
60.3,67,49.4,3.7,6.33,289,291,8.4,0.353
57.1,78,50.1,1.53,3.91,328,328,7.4,0.3644
55.4,83,50.4,1.96,3.86,285,307,2.6,0.3513
54.2,84,49.6,2.5,5.52,307,312,5,0.3383
53.5,87,49.8,1.8,4.16,289,305,4.5,0.3252
52.8,90,49.9,1.88,4.33,295,310,3.2,0.3121
51.5,93,49.4,2.2,4.24,300,313,3.4,0.2991
50.6,94,49,1.75,4,283,307,3.4,0.286
49.8,96,48.7,1.81,3.71,264,297,2.8,0.2729
49.2,97,48.3,2.1,4.16,270,294,3.5,0.2599
48.9,96,47.9,2.1,4.25,270,294,3.6,0.2468
48.4,97,47.7,2.2,4.49,270,287,3.7,0.2337
48,99,47.6,2.11,4.46,275,290,3.7,0.2141
49.8,97,49.1,2.32,4.2,263,282,4,0.188
53.7,88,50.4,1.92,3.08,279,283,4.7,0.1619
56.9,75,49,2.51,3.4,293,294,6.2,0.1358
59.1,66,47.6,2.33,3.09,295,295,6.3,0.1097
60.2,60,46.5,2.19,2.91,294,297,6.1,0.0835
60.8,59,46.5,2.21,2.85,288,288,6,0.0574
61.6,59,47.3,2.38,3.1,285,285,6.2,0.0555
61.8,61,48.2,2.7,3.61,270,273,7,0.0776
62.4,57,47,2.42,3.32,277,277,6.8,0.0998
62.4,53,44.8,2.38,3.27,292,293,6.3,0.1219
62.4,51,44.2,2.42,3.58,294,293,5.6,0.1441
60.7,59,46.4,1.89,3.77,302,302,5.6,0.1662
57,69,46.7,1.7,4.57,298,299,3.6,0.1884
56.1,71,46.6,2.44,5.17,305,311,4.1,0.2105
53.9,81,48.1,1.5,3.75,307,314,4.3,0.2327
52.7,87,49,1.43,3.4,282,298,2.5,0.2548
52,91,49.4,2.1,4.31,267,292,3.3,0.277
51,94,49.5,2.42,4.72,277,302,4.2,0.2991
50.5,96,49.3,2.33,4.85,280,302,4.2,0.3213
50.2,97,49.4,2.86,5.81,282,297,5.1,0.3434
50.5,96,49.5,2.98,6.04,284,297,5.3,0.3656
51,97,50.2,3.04,6.24,279,292,5.7,0.3877
50.8,98,50.1,3.41,6.74,275,285,6.2,0.4099
51,97,50.1,3.52,6.87,277,286,6.8,0.4325
52.4,89,49.3,3.48,6.49,288,295,7.2,0.4556
54.4,91,51.7,3.95,6.5,279,284,9.4,0.4788
56.4,85,52.1,4.18,6.21,281,285,10.1,0.5019
56.6,78,50,4.79,6.89,296,296,11.9,0.525
57.4,84,52.7,4.35,6.45,293,294,11.9,0.5481
59.8,75,51.8,4.49,6.42,287,288,10.2,0.5712
60.7,69,50.4,4.08,5.88,287,288,10.7,0.5477
62.2,64,50.1,4.08,5.75,281,283,10.7,0.4773
62.7,60,48.8,4.14,5.85,290,290,9.4,0.407
60.7,58,46,4.02,5.79,289,291,10.5,0.3367
60.8,55,44.3,4.11,6.39,288,290,8.8,0.2664
57.1,70,47.5,4.22,7.1,265,269,9.3,0.1961
54.8,78,48.2,3.98,7.1,258,268,8.5,0.1684
53.5,88,50,3.26,5.94,252,263,7.6,0.1834
52.7,91,50.2,3.31,6.21,265,273,6.2,0.1984
51.8,93,49.7,2.91,5.67,266,279,6.3,0.2134
51.1,94,49.4,3.03,6.02,262,275,5.3,0.2284
50.8,94,49.2,3.2,5.92,268,275,6.9,0.2434
50.8,96,49.8,2.81,5.28,266,280,6.1,0.2584
50.3,95,49,2.9,5.8,272,285,5.3,0.2734
50.6,95,49.3,2.65,5.14,259,277,5.6,0.2884
50.3,96,49.3,2.62,4.9,252,271,4.9,0.3034
49.5,97,48.6,2.79,5.42,255,275,5.1,0.3184
49.4,97,48.5,2.6,5.19,270,289,5.3,0.3385
50.2,94,48.4,3.23,5.82,292,305,5.2,0.3635
51.5,90,48.7,3.56,5.95,308,311,6.7,0.3885
53.3,86,49.2,3.55,5.28,328,331,7.8,0.4136
55.6,76,48.3,3.1,4.53,2,6,7.6,0.4386
57.4,85,52.8,3.23,4.65,16,19,7.3,0.4637
57.6,75,49.7,3.69,5.24,13,13,8.3,0.4887
57.2,81,51.2,3.77,5.48,22,21,8.5,0.5056
56.3,72,47.3,4.37,6.55,11,12,9.3,0.5143
57.4,57,42.5,4.3,6.12,3,5,9.8,0.523
56.9,56,41.4,4.41,6.32,4,5,9.8,0.5317
55.5,58,40.8,4.11,6.13,4,6,9.6,0.5404
54.2,62,41.3,2.98,5.24,14,13,8.8,0.5491
49.5,82,44.3,2.33,3.6,335,360,5.9,0.5435
50,78,43.3,1.63,4.61,11,30,2.6,0.5237
50.2,78,43.8,2.37,5.83,28,31,4.2,0.5038
49.6,81,43.9,2.02,5.07,9,22,3.8,0.4839
49.1,84,44.3,1.8,4.74,360,18,3.6,0.4641
48.3,86,44.1,1.5,4.3,356,25,2.7,0.4442
47.9,86,44,1.6,3.97,356,34,2.4,0.4244
47.5,87,43.9,1.53,3.41,349,32,2.6,0.4045
48.2,86,44.2,1.43,3.36,335,23,2.4,0.3847
48.4,86,44.3,1.49,2.84,312,10,2.9,0.3648
46.9,90,44,2.02,2.67,303,347,3.4,0.3449
46.4,90,43.7,2.3,3.4,304,332,3.8,0.3251
49.8,84,45.3,2.15,3.96,338,16,4,0.3052
54,76,46.5,1.36,2.89,324,14,3.6,0.2854
57.8,63,45.1,2.21,3.18,18,24,4.9,0.2655
59.1,57,43.8,3.14,4.3,31,31,7.2,0.2457
59.8,54,43.1,3.05,4.19,32,33,7.3,0.2258
59.9,54,43.1,3,4.14,37,37,7.2,0.2059
59.4,57,44,3.2,4.48,39,39,7.4,0.1861
60.4,53,43.3,2.48,3.34,43,39,7.5,0.1662
59.1,58,44.4,3.42,4.84,38,38,7.3,0.1464
58.5,59,44.3,3.64,5.25,32,31,8.7,0.1265
58,56,42.4,2.64,3.8,29,27,8,0.1067
56,61,42.8,1.84,3.78,41,37,5.8,0.0868
52.7,78,46,2.06,4.74,51,48,3.7,0.076
50.5,83,45.6,1.44,4.06,34,38,3.4,0.0742
49.8,84,45,1.73,3.47,10,33,2.3,0.0724
48.9,86,44.7,1.8,3.47,3,33,2.8,0.0707
48.3,87,44.5,1.43,2.75,348,33,2.9,0.0689
47.6,87,44,1.34,2.12,333,19,2.6,0.0671
46.6,89,43.7,1.79,2.28,333,15,3,0.0654
46.2,91,43.6,1.75,2.38,336,22,3.5,0.0636
46.5,90,43.8,1.53,2.69,349,42,3,0.0618
45.9,92,43.8,1.6,2.42,356,66,2.6,0.0601
49.2,87,45.6,1.1,2.01,5,96,2.2,0.0583
49.6,89,46.4,0.73,1.71,344,111,1.4,0.0565
49.7,93,47.8,0.41,1.46,346,106,1,0.0547
53.7,81,48.1,0.8,1.58,360,55,2.5,0.053
57.8,65,46.1,1.49,2.06,70,76,4.2,0.0512
60,60,45.9,1.9,2.5,87,88,5.3,0.0494
61.7,57,46.5,2.01,2.63,96,99,5.8,0.0477
62.9,56,47.2,2.14,2.77,101,103,6.2,0.0459
